accession,experiment,experiment,instrument,run,spots,bases,size,published
ERR599132,ERX555974,ERX555974[accn],Illumina HiSeq 2000,ERR599132,"128,719,360",25.1G,16.4Gb,9/13/14
ERR599132,ERX555974,ERX555974[accn],Illumina HiSeq 2000,ERR599132,"128,719,360",25.1G,16.4Gb,9/13/14
ERR868362,ERX948109,ERX948109[accn],Illumina HiSeq 2000,ERR868362,"163,099,167",32.9G,20.8Gb,5/6/15
ERR868362,ERX948109,ERX948109[accn],Illumina HiSeq 2000,ERR868362,"163,099,167",32.9G,20.8Gb,5/6/15
ERR598962,ERX556048,ERX556048[accn],Illumina HiSeq 2000,ERR598962,"23,717,452",4.7G,2.7Gb,9/13/14
ERR598962,ERX556048,ERX556048[accn],Illumina HiSeq 2000,ERR598962,"23,717,452",4.7G,2.7Gb,9/13/14
ERR599007,ERX556005,ERX556005[accn],Illumina HiSeq 2000,ERR599007,"132,726,859",26.4G,15.4Gb,9/13/14
ERR599007,ERX556005,ERX556005[accn],Illumina HiSeq 2000,ERR599007,"132,726,859",26.4G,15.4Gb,9/13/14
ERR599168,ERX556001,ERX556001[accn],Illumina HiSeq 2000,ERR599168,"48,143,741",13.7G,8.4Gb,9/13/14
ERR599168,ERX556001,ERX556001[accn],Illumina HiSeq 2000,ERR599168,"48,143,741",13.7G,8.4Gb,9/13/14
ERR868377,ERX947961,ERX947961[accn],Illumina HiSeq 2000,ERR868377,"169,802,470",33.4G,21Gb,5/6/15
ERR868377,ERX947961,ERX947961[accn],Illumina HiSeq 2000,ERR868377,"169,802,470",33.4G,21Gb,5/6/15
ERR598997,ERX556086,ERX556086[accn],Illumina HiSeq 2000,ERR598997,"26,789,701",5.3G,3Gb,9/13/14
ERR598997,ERX556086,ERX556086[accn],Illumina HiSeq 2000,ERR598997,"26,789,701",5.3G,3Gb,9/13/14
ERR599118,ERX555963,ERX555963[accn],Illumina HiSeq 2000,ERR599118,"159,269,781",31.7G,19.7Gb,9/13/14
ERR599118,ERX555963,ERX555963[accn],Illumina HiSeq 2000,ERR599118,"159,269,781",31.7G,19.7Gb,9/13/14
ERR598952,ERX556128,ERX556128[accn],Illumina HiSeq 2000,ERR598952,"20,877,758",4.2G,2.3Gb,9/13/14
ERR598952,ERX556128,ERX556128[accn],Illumina HiSeq 2000,ERR598952,"20,877,758",4.2G,2.3Gb,9/13/14
ERR599065,ERX556007,ERX556007[accn],Illumina HiSeq 2000,ERR599065,"107,170,154",21.2G,13.2Gb,9/13/14
ERR599065,ERX556007,ERX556007[accn],Illumina HiSeq 2000,ERR599065,"107,170,154",21.2G,13.2Gb,9/13/14
ERR599108,ERX556026,ERX556026[accn],Illumina HiSeq 2000,ERR599108,"41,956,417",8.3G,4.9Gb,9/13/14
ERR599108,ERX556026,ERX556026[accn],Illumina HiSeq 2000,ERR599108,"41,956,417",8.3G,4.9Gb,9/13/14
ERR598971,ERX556043,ERX556043[accn],Illumina HiSeq 2000,ERR598971,"162,234,931",31.9G,21Gb,9/13/14
ERR599067,ERX556010,ERX556010[accn],Illumina HiSeq 2000,ERR599067,"31,552,247",6.3G,3.6Gb,9/13/14
ERR599067,ERX556010,ERX556010[accn],Illumina HiSeq 2000,ERR599067,"31,552,247",6.3G,3.6Gb,9/13/14
ERR868470,ERX947981,ERX947981[accn],Illumina HiSeq 2000,ERR868470,"45,378,044",8.8G,5.8Gb,5/6/15
ERR868470,ERX947981,ERX947981[accn],Illumina HiSeq 2000,ERR868470,"45,378,044",8.8G,5.8Gb,5/6/15
ERR868506,ERX948066,ERX948066[accn],Illumina HiSeq 2000,ERR868506,"152,228,488",29.5G,19.4Gb,5/6/15
ERR868506,ERX948066,ERX948066[accn],Illumina HiSeq 2000,ERR868506,"152,228,488",29.5G,19.4Gb,5/6/15
ERR599039,ERX556137,ERX556137[accn],Illumina HiSeq 2000,ERR599039,"160,898,544",31.9G,19.7Gb,9/13/14
ERR599039,ERX556137,ERX556137[accn],Illumina HiSeq 2000,ERR599039,"160,898,544",31.9G,19.7Gb,9/13/14
ERR599014,ERX555941,ERX555941[accn],Illumina HiSeq 2000,ERR599014,"211,750,391",41.7G,27.4Gb,9/13/14
ERR599014,ERX555941,ERX555941[accn],Illumina HiSeq 2000,ERR599014,"211,750,391",41.7G,27.4Gb,9/13/14
ERR599020,ERX556008,ERX556008[accn],Illumina HiSeq 2000,ERR599020,"192,502,900",38G,24.5Gb,9/13/14
ERR599020,ERX556008,ERX556008[accn],Illumina HiSeq 2000,ERR599020,"192,502,900",38G,24.5Gb,9/13/14
ERR868443,ERX948100,ERX948100[accn],Illumina HiSeq 2000,ERR868443,"178,589,981",35.1G,21.8Gb,5/6/15
ERR868443,ERX948100,ERX948100[accn],Illumina HiSeq 2000,ERR868443,"178,589,981",35.1G,21.8Gb,5/6/15
ERR599077,ERX555933,ERX555933[accn],Illumina HiSeq 2000,ERR599077,"190,182,767",37.5G,24.1Gb,9/13/14
ERR599077,ERX555933,ERX555933[accn],Illumina HiSeq 2000,ERR599077,"190,182,767",37.5G,24.1Gb,9/13/14
ERR598961,ERX556060,ERX556060[accn],Illumina HiSeq 2000,ERR598961,"187,063,957",37.1G,23.5Gb,9/13/14
ERR598961,ERX556060,ERX556060[accn],Illumina HiSeq 2000,ERR598961,"187,063,957",37.1G,23.5Gb,9/13/14
ERR599086,ERX556070,ERX556070[accn],Illumina HiSeq 2000,ERR599086,"208,588,117",41G,27.2Gb,9/13/14
ERR599086,ERX556070,ERX556070[accn],Illumina HiSeq 2000,ERR599086,"208,588,117",41G,27.2Gb,9/13/14
ERR873963,ERX953572,ERX953572[accn],Illumina HiSeq 2000,ERR873963,"167,262,151",33.8G,22.8Gb,5/8/15
ERR873963,ERX953572,ERX953572[accn],Illumina HiSeq 2000,ERR873963,"167,262,151",33.8G,22.8Gb,5/8/15
ERR598954,ERX555919,ERX555919[accn],Illumina HiSeq 2000,ERR598954,"199,504,187",39.4G,25.4Gb,9/13/14
ERR598954,ERX555919,ERX555919[accn],Illumina HiSeq 2000,ERR598954,"199,504,187",39.4G,25.4Gb,9/13/14
ERR598957,ERX555966,ERX555966[accn],Illumina HiSeq 2000,ERR598957,"206,479,674",40.6G,26.5Gb,9/13/14
ERR598957,ERX555966,ERX555966[accn],Illumina HiSeq 2000,ERR598957,"206,479,674",40.6G,26.5Gb,9/13/14
ERR599072,ERX555993,ERX555993[accn],Illumina HiSeq 2000,ERR599072,"151,587,433",29.8G,18.4Gb,9/13/14
ERR599072,ERX555993,ERX555993[accn],Illumina HiSeq 2000,ERR599072,"151,587,433",29.8G,18.4Gb,9/13/14
ERR868365,ERX948001,ERX948001[accn],Illumina HiSeq 2000,ERR868365,"187,404,912",36.4G,24.1Gb,5/6/15
ERR868365,ERX948001,ERX948001[accn],Illumina HiSeq 2000,ERR868365,"187,404,912",36.4G,24.1Gb,5/6/15
ERR598992,ERX555947,ERX555947[accn],Illumina HiSeq 2000,ERR598992,"139,190,159",27.7G,16.4Gb,9/13/14
ERR598992,ERX555947,ERX555947[accn],Illumina HiSeq 2000,ERR598992,"139,190,159",27.7G,16.4Gb,9/13/14
ERR594292,ERX552250,ERX552250[accn],Illumina HiSeq 2000,ERR594292,"82,811,132",16.5G,9.9Gb,9/7/14
ERR594292,ERX552250,ERX552250[accn],Illumina HiSeq 2000,ERR594292,"82,811,132",16.5G,9.9Gb,9/7/14
ERR594307,ERX552264,ERX552264[accn],Illumina HiSeq 2000,ERR594307,"133,022,760",26.7G,15Gb,9/7/14
ERR594307,ERX552264,ERX552264[accn],Illumina HiSeq 2000,ERR594307,"133,022,760",26.7G,15Gb,9/7/14
ERR594306,ERX552238,ERX552238[accn],Illumina HiSeq 2000,ERR594306,"152,965,369",30.6G,18.1Gb,9/7/14
ERR594306,ERX552238,ERX552238[accn],Illumina HiSeq 2000,ERR594306,"152,965,369",30.6G,18.1Gb,9/7/14
ERR598999,ERX556047,ERX556047[accn],Illumina HiSeq 2000,ERR598999,"49,556,018",9.9G,5.9Gb,9/13/14
ERR598999,ERX556047,ERX556047[accn],Illumina HiSeq 2000,ERR598999,"49,556,018",9.9G,5.9Gb,9/13/14
ERR599033,ERX555936,ERX555936[accn],Illumina HiSeq 2000,ERR599033,"49,663,194",9.9G,5.9Gb,9/13/14
ERR599033,ERX555936,ERX555936[accn],Illumina HiSeq 2000,ERR599033,"49,663,194",9.9G,5.9Gb,9/13/14
ERR599083,ERX555981,ERX555981[accn],Illumina HiSeq 2000,ERR599083,"50,848,286",10.1G,6.1Gb,9/13/14
ERR599083,ERX555981,ERX555981[accn],Illumina HiSeq 2000,ERR599083,"50,848,286",10.1G,6.1Gb,9/13/14
ERR599096,ERX556013,ERX556013[accn],Illumina HiSeq 2000,ERR599096,"49,291,121",9.8G,6Gb,9/13/14
ERR599096,ERX556013,ERX556013[accn],Illumina HiSeq 2000,ERR599096,"49,291,121",9.8G,6Gb,9/13/14
ERR594309,ERX552265,ERX552265[accn],Illumina HiSeq 2000,ERR594309,"75,988,955",15G,9.3Gb,9/7/14
ERR594309,ERX552265,ERX552265[accn],Illumina HiSeq 2000,ERR594309,"75,988,955",15G,9.3Gb,9/7/14
ERR594305,ERX552242,ERX552242[accn],Illumina HiSeq 2000,ERR594305,"136,551,265",27.1G,16.2Gb,9/7/14
ERR594305,ERX552242,ERX552242[accn],Illumina HiSeq 2000,ERR594305,"136,551,265",27.1G,16.2Gb,9/7/14
ERR594322,ERX552293,ERX552293[accn],Illumina HiSeq 2000,ERR594322,"155,930,208",30.9G,19.1Gb,9/7/14
ERR594322,ERX552293,ERX552293[accn],Illumina HiSeq 2000,ERR594322,"155,930,208",30.9G,19.1Gb,9/7/14
ERR873959,ERX953564,ERX953564[accn],Illumina HiSeq 2000,ERR873959,"159,927,867",31.5G,19.9Gb,5/8/15
ERR873959,ERX953564,ERX953564[accn],Illumina HiSeq 2000,ERR873959,"159,927,867",31.5G,19.9Gb,5/8/15
ERR873968,ERX953570,ERX953570[accn],Illumina HiSeq 2000,ERR873968,"125,769,242",24.6G,16.3Gb,5/8/15
ERR873968,ERX953570,ERX953570[accn],Illumina HiSeq 2000,ERR873968,"125,769,242",24.6G,16.3Gb,5/8/15
ERR598948,ERX555932,ERX555932[accn],Illumina HiSeq 2000,ERR598948,"153,076,525",30.4G,18.4Gb,9/13/14
ERR598948,ERX555932,ERX555932[accn],Illumina HiSeq 2000,ERR598948,"153,076,525",30.4G,18.4Gb,9/13/14
ERR594284,ERX552279,ERX552279[accn],Illumina HiSeq 2000,ERR594284,"79,955,011",15.9G,9.7Gb,9/7/14
ERR594284,ERX552279,ERX552279[accn],Illumina HiSeq 2000,ERR594284,"79,955,011",15.9G,9.7Gb,9/7/14
ERR594304,ERX552243,ERX552243[accn],Illumina HiSeq 2000,ERR594304,"162,027,499",32.4G,19Gb,9/7/14
ERR594304,ERX552243,ERX552243[accn],Illumina HiSeq 2000,ERR594304,"162,027,499",32.4G,19Gb,9/7/14
ERR594301,ERX552275,ERX552275[accn],Illumina HiSeq 2000,ERR594301,"173,630,560",34.5G,21.5Gb,9/7/14
ERR594301,ERX552275,ERX552275[accn],Illumina HiSeq 2000,ERR594301,"173,630,560",34.5G,21.5Gb,9/7/14
ERR599160,ERX556126,ERX556126[accn],Illumina HiSeq 2000,ERR599160,"171,142,153",33.7G,21.3Gb,9/13/14
ERR599160,ERX556126,ERX556126[accn],Illumina HiSeq 2000,ERR599160,"171,142,153",33.7G,21.3Gb,9/13/14
ERR594326,ERX552297,ERX552297[accn],Illumina HiSeq 2000,ERR594326,"187,470,886",37.4G,23.4Gb,9/7/14
ERR594326,ERX552297,ERX552297[accn],Illumina HiSeq 2000,ERR594326,"187,470,886",37.4G,23.4Gb,9/7/14
ERR594347,ERX552262,ERX552262[accn],Illumina HiSeq 2000,ERR594347,"187,306,308",37G,23.8Gb,9/7/14
ERR594347,ERX552262,ERX552262[accn],Illumina HiSeq 2000,ERR594347,"187,306,308",37G,23.8Gb,9/7/14
ERR598956,ERX555950,ERX555950[accn],Illumina HiSeq 2000,ERR598956,"47,014,161",9.4G,5.6Gb,9/13/14
ERR598956,ERX555950,ERX555950[accn],Illumina HiSeq 2000,ERR598956,"47,014,161",9.4G,5.6Gb,9/13/14
ERR598998,ERX556093,ERX556093[accn],Illumina HiSeq 2000,ERR598998,"45,900,975",9.2G,5.4Gb,9/13/14
ERR598998,ERX556093,ERX556093[accn],Illumina HiSeq 2000,ERR598998,"45,900,975",9.2G,5.4Gb,9/13/14
ERR599117,ERX555921,ERX555921[accn],Illumina HiSeq 2000,ERR599117,"45,647,490",9.1G,5.3Gb,9/13/14
ERR599117,ERX555921,ERX555921[accn],Illumina HiSeq 2000,ERR599117,"45,647,490",9.1G,5.3Gb,9/13/14
ERR599157,ERX555994,ERX555994[accn],Illumina HiSeq 2000,ERR599157,"45,492,924",9.1G,5.5Gb,9/13/14
ERR599157,ERX555994,ERX555994[accn],Illumina HiSeq 2000,ERR599157,"45,492,924",9.1G,5.5Gb,9/13/14
ERR594293,ERX552280,ERX552280[accn],Illumina HiSeq 2000,ERR594293,"95,420,603",19G,11.8Gb,9/7/14
ERR594293,ERX552280,ERX552280[accn],Illumina HiSeq 2000,ERR594293,"95,420,603",19G,11.8Gb,9/7/14
ERR594337,ERX552281,ERX552281[accn],Illumina HiSeq 2000,ERR594337,"168,950,666",33.7G,20.6Gb,9/7/14
ERR594337,ERX552281,ERX552281[accn],Illumina HiSeq 2000,ERR594337,"168,950,666",33.7G,20.6Gb,9/7/14
ERR594319,ERX552268,ERX552268[accn],Illumina HiSeq 2000,ERR594319,"164,864,186",32.6G,20.6Gb,9/7/14
ERR594319,ERX552268,ERX552268[accn],Illumina HiSeq 2000,ERR594319,"164,864,186",32.6G,20.6Gb,9/7/14
ERR599036,ERX556117,ERX556117[accn],Illumina HiSeq 2000,ERR599036,"45,847,605",9.2G,5.4Gb,9/13/14
ERR599036,ERX556117,ERX556117[accn],Illumina HiSeq 2000,ERR599036,"45,847,605",9.2G,5.4Gb,9/13/14
ERR599069,ERX556057,ERX556057[accn],Illumina HiSeq 2000,ERR599069,"47,088,422",9.4G,5.6Gb,9/13/14
ERR599069,ERX556057,ERX556057[accn],Illumina HiSeq 2000,ERR599069,"47,088,422",9.4G,5.6Gb,9/13/14
ERR599080,ERX555929,ERX555929[accn],Illumina HiSeq 2000,ERR599080,"45,657,442",9.1G,5.3Gb,9/13/14
ERR599080,ERX555929,ERX555929[accn],Illumina HiSeq 2000,ERR599080,"45,657,442",9.1G,5.3Gb,9/13/14
ERR599151,ERX556076,ERX556076[accn],Illumina HiSeq 2000,ERR599151,"45,616,413",9.1G,5.5Gb,9/13/14
ERR599151,ERX556076,ERX556076[accn],Illumina HiSeq 2000,ERR599151,"45,616,413",9.1G,5.5Gb,9/13/14
ERR594287,ERX552278,ERX552278[accn],Illumina HiSeq 2000,ERR594287,"79,690,789",15.8G,9.5Gb,9/7/14
ERR594287,ERX552278,ERX552278[accn],Illumina HiSeq 2000,ERR594287,"79,690,789",15.8G,9.5Gb,9/7/14
ERR594311,ERX552241,ERX552241[accn],Illumina HiSeq 2000,ERR594311,"149,696,490",29.9G,17.4Gb,9/7/14
ERR594311,ERX552241,ERX552241[accn],Illumina HiSeq 2000,ERR594311,"149,696,490",29.9G,17.4Gb,9/7/14
ERR594296,ERX552257,ERX552257[accn],Illumina HiSeq 2000,ERR594296,"172,793,806",34.2G,21.5Gb,9/7/14
ERR594296,ERX552257,ERX552257[accn],Illumina HiSeq 2000,ERR594296,"172,793,806",34.2G,21.5Gb,9/7/14
ERR588857,ERX546861,ERX546861[accn],Illumina HiSeq 2000,ERR588857,"126,456,043",24.7G,15.6Gb,8/30/14
ERR588857,ERX546861,ERX546861[accn],Illumina HiSeq 2000,ERR588857,"126,456,043",24.7G,15.6Gb,8/30/14
ERR598988,ERX556077,ERX556077[accn],Illumina HiSeq 2000,ERR598988,"46,703,465",9.3G,5.4Gb,9/13/14
ERR598988,ERX556077,ERX556077[accn],Illumina HiSeq 2000,ERR598988,"46,703,465",9.3G,5.4Gb,9/13/14
ERR599084,ERX556036,ERX556036[accn],Illumina HiSeq 2000,ERR599084,"46,823,083",9.4G,5.4Gb,9/13/14
ERR599084,ERX556036,ERX556036[accn],Illumina HiSeq 2000,ERR599084,"46,823,083",9.4G,5.4Gb,9/13/14
ERR599089,ERX555955,ERX555955[accn],Illumina HiSeq 2000,ERR599089,"46,636,365",9.3G,5.4Gb,9/13/14
ERR599089,ERX555955,ERX555955[accn],Illumina HiSeq 2000,ERR599089,"46,636,365",9.3G,5.4Gb,9/13/14
ERR599161,ERX556089,ERX556089[accn],Illumina HiSeq 2000,ERR599161,"45,834,609",9.2G,5.4Gb,9/13/14
ERR599161,ERX556089,ERX556089[accn],Illumina HiSeq 2000,ERR599161,"45,834,609",9.2G,5.4Gb,9/13/14
ERR594285,ERX552269,ERX552269[accn],Illumina HiSeq 2000,ERR594285,"90,034,169",18G,10.8Gb,9/7/14
ERR594285,ERX552269,ERX552269[accn],Illumina HiSeq 2000,ERR594285,"90,034,169",18G,10.8Gb,9/7/14
ERR594343,ERX552239,ERX552239[accn],Illumina HiSeq 2000,ERR594343,"153,406,468",30.7G,17.9Gb,9/7/14
ERR594343,ERX552239,ERX552239[accn],Illumina HiSeq 2000,ERR594343,"153,406,468",30.7G,17.9Gb,9/7/14
ERR594338,ERX552284,ERX552284[accn],Illumina HiSeq 2000,ERR594338,"168,021,939",33.2G,20.4Gb,9/7/14
ERR594338,ERX552284,ERX552284[accn],Illumina HiSeq 2000,ERR594338,"168,021,939",33.2G,20.4Gb,9/7/14
ERR599066,ERX555908,ERX555908[accn],Illumina HiSeq 2000,ERR599066,"40,806,380",8.1G,4.9Gb,9/13/14
ERR599066,ERX555908,ERX555908[accn],Illumina HiSeq 2000,ERR599066,"40,806,380",8.1G,4.9Gb,9/13/14
ERR599091,ERX555938,ERX555938[accn],Illumina HiSeq 2000,ERR599091,"40,691,545",8.1G,4.8Gb,9/13/14
ERR599091,ERX555938,ERX555938[accn],Illumina HiSeq 2000,ERR599091,"40,691,545",8.1G,4.8Gb,9/13/14
ERR599114,ERX556044,ERX556044[accn],Illumina HiSeq 2000,ERR599114,"40,936,449",8.2G,4.8Gb,9/13/14
ERR599114,ERX556044,ERX556044[accn],Illumina HiSeq 2000,ERR599114,"40,936,449",8.2G,4.8Gb,9/13/14
ERR599119,ERX555960,ERX555960[accn],Illumina HiSeq 2000,ERR599119,"41,818,200",8.4G,4.9Gb,9/13/14
ERR599119,ERX555960,ERX555960[accn],Illumina HiSeq 2000,ERR599119,"41,818,200",8.4G,4.9Gb,9/13/14
ERR594344,ERX552292,ERX552292[accn],Illumina HiSeq 2000,ERR594344,"87,247,031",17.2G,11.4Gb,9/7/14
ERR594344,ERX552292,ERX552292[accn],Illumina HiSeq 2000,ERR594344,"87,247,031",17.2G,11.4Gb,9/7/14
ERR594339,ERX552287,ERX552287[accn],Illumina HiSeq 2000,ERR594339,"190,451,809",37.6G,24.8Gb,9/7/14
ERR594339,ERX552287,ERX552287[accn],Illumina HiSeq 2000,ERR594339,"190,451,809",37.6G,24.8Gb,9/7/14
ERR594323,ERX552276,ERX552276[accn],Illumina HiSeq 2000,ERR594323,"174,100,100",33.7G,22.4Gb,9/7/14
ERR594323,ERX552276,ERX552276[accn],Illumina HiSeq 2000,ERR594323,"174,100,100",33.7G,22.4Gb,9/7/14
ERR599156,ERX555935,ERX555935[accn],Illumina HiSeq 2000,ERR599156,"185,401,512",36.5G,23.5Gb,9/13/14
ERR599156,ERX555935,ERX555935[accn],Illumina HiSeq 2000,ERR599156,"185,401,512",36.5G,23.5Gb,9/13/14
ERR594341,ERX552285,ERX552285[accn],Illumina HiSeq 2000,ERR594341,"103,829,881",20.3G,13.6Gb,9/7/14
ERR594341,ERX552285,ERX552285[accn],Illumina HiSeq 2000,ERR594341,"103,829,881",20.3G,13.6Gb,9/7/14
ERR594342,ERX552256,ERX552256[accn],Illumina HiSeq 2000,ERR594342,"177,692,252",35.1G,22.8Gb,9/7/14
ERR594342,ERX552256,ERX552256[accn],Illumina HiSeq 2000,ERR594342,"177,692,252",35.1G,22.8Gb,9/7/14
ERR594300,ERX552249,ERX552249[accn],Illumina HiSeq 2000,ERR594300,"196,640,054",38.5G,26.2Gb,9/7/14
ERR594300,ERX552249,ERX552249[accn],Illumina HiSeq 2000,ERR594300,"196,640,054",38.5G,26.2Gb,9/7/14
ERR599038,ERX555990,ERX555990[accn],Illumina HiSeq 2000,ERR599038,"153,192,261",30.4G,18.2Gb,9/13/14
ERR599038,ERX555990,ERX555990[accn],Illumina HiSeq 2000,ERR599038,"153,192,261",30.4G,18.2Gb,9/13/14
ERR599032,ERX556134,ERX556134[accn],Illumina HiSeq 2000,ERR599032,"148,907,935",29.6G,17.5Gb,9/13/14
ERR599032,ERX556134,ERX556134[accn],Illumina HiSeq 2000,ERR599032,"148,907,935",29.6G,17.5Gb,9/13/14
ERR868384,ERX948037,ERX948037[accn],Illumina HiSeq 2000,ERR868384,"190,366,655",37.3G,22.9Gb,5/6/15
ERR868384,ERX948037,ERX948037[accn],Illumina HiSeq 2000,ERR868384,"190,366,655",37.3G,22.9Gb,5/6/15
ERR599142,ERX556094,ERX556094[accn],Illumina HiSeq 2000,ERR599142,"166,713,789",33G,20.2Gb,9/13/14
ERR599142,ERX556094,ERX556094[accn],Illumina HiSeq 2000,ERR599142,"166,713,789",33G,20.2Gb,9/13/14
ERR598995,ERX556017,ERX556017[accn],Illumina HiSeq 2000,ERR598995,"261,310,241",51.2G,35.3Gb,9/13/14
ERR598995,ERX556017,ERX556017[accn],Illumina HiSeq 2000,ERR598995,"261,310,241",51.2G,35.3Gb,9/13/14
ERR598980,ERX556114,ERX556114[accn],Illumina HiSeq 2000,ERR598980,"203,947,262",40.1G,25.7Gb,9/13/14
ERR598980,ERX556114,ERX556114[accn],Illumina HiSeq 2000,ERR598980,"203,947,262",40.1G,25.7Gb,9/13/14
ERR868490,ERX947957,ERX947957[accn],Illumina HiSeq 2000,ERR868490,"171,808,384",33.8G,22Gb,5/6/15
ERR868490,ERX947957,ERX947957[accn],Illumina HiSeq 2000,ERR868490,"171,808,384",33.8G,22Gb,5/6/15
ERR599052,ERX555967,ERX555967[accn],Illumina HiSeq 2000,ERR599052,"269,556,882",53.5G,35.3Gb,9/13/14
ERR599052,ERX555967,ERX555967[accn],Illumina HiSeq 2000,ERR599052,"269,556,882",53.5G,35.3Gb,9/13/14
ERR598942,ERX555907,ERX555907[accn],Illumina HiSeq 2000,ERR598942,"179,642,130",35.5G,22.4Gb,9/13/14
ERR598942,ERX555907,ERX555907[accn],Illumina HiSeq 2000,ERR598942,"179,642,130",35.5G,22.4Gb,9/13/14
ERR599115,ERX556033,ERX556033[accn],Illumina HiSeq 2000,ERR599115,"218,908,096",42.9G,27.7Gb,9/13/14
ERR599115,ERX556033,ERX556033[accn],Illumina HiSeq 2000,ERR599115,"218,908,096",42.9G,27.7Gb,9/13/14
ERR873960,ERX953568,ERX953568[accn],Illumina HiSeq 2000,ERR873960,"90,433,621",17.9G,11.2Gb,5/8/15
ERR873960,ERX953568,ERX953568[accn],Illumina HiSeq 2000,ERR873960,"90,433,621",17.9G,11.2Gb,5/8/15
ERR873967,ERX953569,ERX953569[accn],Illumina HiSeq 2000,ERR873967,"117,101,104",23.3G,13.8Gb,5/8/15
ERR873967,ERX953569,ERX953569[accn],Illumina HiSeq 2000,ERR873967,"117,101,104",23.3G,13.8Gb,5/8/15
ERR598989,ERX556031,ERX556031[accn],Illumina HiSeq 2000,ERR598989,"185,571,189",36.5G,23.7Gb,9/13/14
ERR598987,ERX556104,ERX556104[accn],Illumina HiSeq 2000,ERR598987,"47,664,457",9.5G,5.7Gb,9/13/14
ERR598987,ERX556104,ERX556104[accn],Illumina HiSeq 2000,ERR598987,"47,664,457",9.5G,5.7Gb,9/13/14
ERR599070,ERX556115,ERX556115[accn],Illumina HiSeq 2000,ERR599070,"48,178,486",9.6G,5.7Gb,9/13/14
ERR599070,ERX556115,ERX556115[accn],Illumina HiSeq 2000,ERR599070,"48,178,486",9.6G,5.7Gb,9/13/14
ERR599099,ERX555920,ERX555920[accn],Illumina HiSeq 2000,ERR599099,"48,399,126",9.7G,5.7Gb,9/13/14
ERR599099,ERX555920,ERX555920[accn],Illumina HiSeq 2000,ERR599099,"48,399,126",9.7G,5.7Gb,9/13/14
ERR599147,ERX556097,ERX556097[accn],Illumina HiSeq 2000,ERR599147,"48,293,452",9.6G,5.7Gb,9/13/14
ERR599147,ERX556097,ERX556097[accn],Illumina HiSeq 2000,ERR599147,"48,293,452",9.6G,5.7Gb,9/13/14
ERR599015,ERX555937,ERX555937[accn],Illumina HiSeq 2000,ERR599015,"50,273,149",10G,6.1Gb,9/13/14
ERR599015,ERX555937,ERX555937[accn],Illumina HiSeq 2000,ERR599015,"50,273,149",10G,6.1Gb,9/13/14
ERR599076,ERX555910,ERX555910[accn],Illumina HiSeq 2000,ERR599076,"50,282,559",10G,6Gb,9/13/14
ERR599076,ERX555910,ERX555910[accn],Illumina HiSeq 2000,ERR599076,"50,282,559",10G,6Gb,9/13/14
ERR599127,ERX556120,ERX556120[accn],Illumina HiSeq 2000,ERR599127,"50,405,180",10G,6Gb,9/13/14
ERR599127,ERX556120,ERX556120[accn],Illumina HiSeq 2000,ERR599127,"50,405,180",10G,6Gb,9/13/14
ERR599152,ERX556102,ERX556102[accn],Illumina HiSeq 2000,ERR599152,"50,396,310",10G,6Gb,9/13/14
ERR599152,ERX556102,ERX556102[accn],Illumina HiSeq 2000,ERR599152,"50,396,310",10G,6Gb,9/13/14
ERR868512,ERX948018,ERX948018[accn],Illumina HiSeq 2000,ERR868512,"192,076,666",38G,23.8Gb,5/6/15
ERR868512,ERX948018,ERX948018[accn],Illumina HiSeq 2000,ERR868512,"192,076,666",38G,23.8Gb,5/6/15
ERR599030,ERX556106,ERX556106[accn],Illumina HiSeq 2000,ERR599030,"171,139,183",34G,20.7Gb,9/13/14
ERR599030,ERX556106,ERX556106[accn],Illumina HiSeq 2000,ERR599030,"171,139,183",34G,20.7Gb,9/13/14
ERR599087,ERX555961,ERX555961[accn],Illumina HiSeq 2000,ERR599087,"195,911,486",38.6G,24.6Gb,9/13/14
ERR599087,ERX555961,ERX555961[accn],Illumina HiSeq 2000,ERR599087,"195,911,486",38.6G,24.6Gb,9/13/14
ERR599004,ERX556099,ERX556099[accn],Illumina HiSeq 2000,ERR599004,"42,908,792",8.5G,5.2Gb,9/13/14
ERR599004,ERX556099,ERX556099[accn],Illumina HiSeq 2000,ERR599004,"42,908,792",8.5G,5.2Gb,9/13/14
ERR599051,ERX556138,ERX556138[accn],Illumina HiSeq 2000,ERR599051,"43,410,937",8.6G,5.2Gb,9/13/14
ERR599060,ERX556042,ERX556042[accn],Illumina HiSeq 2000,ERR599060,"43,396,387",8.6G,5.2Gb,9/13/14
ERR599175,ERX555991,ERX555991[accn],Illumina HiSeq 2000,ERR599175,"43,396,741",8.6G,5.2Gb,9/13/14
ERR599175,ERX555991,ERX555991[accn],Illumina HiSeq 2000,ERR599175,"43,396,741",8.6G,5.2Gb,9/13/14
ERR868467,ERX948110,ERX948110[accn],Illumina HiSeq 2000,ERR868467,"179,865,947",35.4G,21.9Gb,5/6/15
ERR868467,ERX948110,ERX948110[accn],Illumina HiSeq 2000,ERR868467,"179,865,947",35.4G,21.9Gb,5/6/15
ERR599162,ERX556121,ERX556121[accn],Illumina HiSeq 2000,ERR599162,"185,167,291",36.8G,22.8Gb,9/13/14
ERR599029,ERX556062,ERX556062[accn],Illumina HiSeq 2000,ERR599029,"171,199,015",33.9G,21.2Gb,9/13/14
