accession,experiment,experiment,instrument,run,spots,bases,size,published
ERR986596,ERX1067854,ERX1067854[accn],454 GS FLX Titanium,ERR986596,"173,189",93.5M,207.9Mb,8/23/15
ERR986598,ERX1067856,ERX1067856[accn],454 GS FLX Titanium,ERR986598,"253,553",166.1M,338Mb,8/23/15
ERR986599,ERX1067857,ERX1067857[accn],454 GS FLX Titanium,ERR986599,"333,324",182.5M,403.9Mb,8/23/15
ERR986601,ERX1067859,ERX1067859[accn],454 GS FLX Titanium,ERR986601,"309,926",164.9M,358.4Mb,8/23/15
ERR986602,ERX1067860,ERX1067860[accn],454 GS FLX Titanium,ERR986602,"314,983",168.3M,377.9Mb,8/23/15
ERR986604,ERX1067862,ERX1067862[accn],454 GS FLX Titanium,ERR986604,"385,460",209.5M,452.8Mb,8/23/15
ERR986605,ERX1067863,ERX1067863[accn],454 GS FLX Titanium,ERR986605,"284,703",156.4M,352.2Mb,8/23/15
ERR986607,ERX1067865,ERX1067865[accn],454 GS FLX Titanium,ERR986607,"554,947",301.6M,655Mb,8/23/15
ERR986608,ERX1067866,ERX1067866[accn],454 GS FLX Titanium,ERR986608,"583,624",311.8M,692.2Mb,8/23/15
ERR986609,ERX1067867,ERX1067867[accn],454 GS FLX Titanium,ERR986609,"620,372",341.7M,747.7Mb,8/23/15
ERR986610,ERX1067868,ERX1067868[accn],454 GS FLX Titanium,ERR986610,"568,256",301.6M,675.2Mb,8/23/15
ERR986611,ERX1067869,ERX1067869[accn],454 GS FLX Titanium,ERR986611,"339,017",185M,404.2Mb,8/23/15
ERR986612,ERX1067870,ERX1067870[accn],454 GS FLX Titanium,ERR986612,"362,123",189.7M,414.5Mb,8/23/15
ERR986614,ERX1067872,ERX1067872[accn],454 GS FLX Titanium,ERR986614,"207,511",110.5M,242.9Mb,8/23/15
ERR986615,ERX1067873,ERX1067873[accn],454 GS FLX Titanium,ERR986615,"270,443",139.8M,305.7Mb,8/23/15
ERR986617,ERX1067875,ERX1067875[accn],454 GS FLX Titanium,ERR986617,"268,725",150.9M,330.2Mb,8/23/15
ERR986618,ERX1067876,ERX1067876[accn],454 GS FLX Titanium,ERR986618,"189,786",102.1M,223.4Mb,8/23/15
ERR986620,ERX1067878,ERX1067878[accn],454 GS FLX Titanium,ERR986620,"214,314",106.8M,251.1Mb,8/23/15
ERR986621,ERX1067879,ERX1067879[accn],454 GS FLX Titanium,ERR986621,"281,173",152.3M,341Mb,8/23/15
ERR986625,ERX1067883,ERX1067883[accn],454 GS FLX Titanium,ERR986625,"258,940",142.9M,318.3Mb,8/23/15
ERR986626,ERX1067884,ERX1067884[accn],454 GS FLX Titanium,ERR986626,"347,044",183.4M,408.8Mb,8/23/15
ERR986627,ERX1067885,ERX1067885[accn],454 GS FLX Titanium,ERR986627,"353,977",182.5M,407.8Mb,8/23/15
ERR986629,ERX1067887,ERX1067887[accn],454 GS FLX Titanium,ERR986629,"338,411",174.3M,390.8Mb,8/23/15
ERR986630,ERX1067888,ERX1067888[accn],454 GS FLX Titanium,ERR986630,"333,335",170.6M,382.4Mb,8/23/15
ERR986631,ERX1067889,ERX1067889[accn],454 GS FLX Titanium,ERR986631,"302,474",157.6M,351.2Mb,8/23/15
ERR986632,ERX1067890,ERX1067890[accn],454 GS FLX Titanium,ERR986632,"172,224",97.6M,214.4Mb,8/23/15
ERR986633,ERX1067891,ERX1067891[accn],454 GS FLX Titanium,ERR986633,"117,210",69.6M,154.2Mb,8/23/15
ERR986634,ERX1067892,ERX1067892[accn],454 GS FLX Titanium,ERR986634,"103,117",56.5M,129.9Mb,8/23/15
ERR986636,ERX1067894,ERX1067894[accn],454 GS FLX Titanium,ERR986636,"292,253",142.6M,326.9Mb,8/23/15
ERR986637,ERX1067895,ERX1067895[accn],454 GS FLX Titanium,ERR986637,"461,871",225.9M,512.4Mb,8/23/15
ERR986639,ERX1067897,ERX1067897[accn],454 GS FLX Titanium,ERR986639,"67,199",33M,78.4Mb,8/23/15
ERR986640,ERX1067898,ERX1067898[accn],454 GS FLX Titanium,ERR986640,"222,902",109.7M,258.6Mb,8/23/15
ERR986642,ERX1067900,ERX1067900[accn],454 GS FLX Titanium,ERR986642,"246,507",122M,290Mb,8/23/15
ERR986643,ERX1067901,ERX1067901[accn],454 GS FLX Titanium,ERR986643,"243,549",111.7M,266.9Mb,8/23/15
ERR986645,ERX1067903,ERX1067903[accn],454 GS FLX Titanium,ERR986645,"297,802",156.9M,357.1Mb,8/23/15
ERR986646,ERX1067904,ERX1067904[accn],454 GS FLX Titanium,ERR986646,"239,323",116.5M,266.8Mb,8/23/15
ERR986647,ERX1067905,ERX1067905[accn],454 GS FLX Titanium,ERR986647,"167,580",87.6M,199.2Mb,8/23/15
ERR986648,ERX1067906,ERX1067906[accn],454 GS FLX Titanium,ERR986648,"184,272",93.6M,213.7Mb,8/23/15
ERR986650,ERX1067908,ERX1067908[accn],454 GS FLX Titanium,ERR986650,"429,574",218.5M,505.6Mb,8/23/15
ERR986651,ERX1067909,ERX1067909[accn],454 GS FLX Titanium,ERR986651,"383,168",200.1M,457.1Mb,8/23/15
ERR986652,ERX1067910,ERX1067910[accn],454 GS FLX Titanium,ERR986652,"315,861",169.6M,381.2Mb,8/23/15
ERR986653,ERX1067911,ERX1067911[accn],454 GS FLX Titanium,ERR986653,"172,216",94.8M,212.4Mb,8/23/15
SRR5002342,SRX2334639,SRX2334639[accn],NextSeq 500,SRR5002342,"34,397,773",10.3G,4.2Gb,3/1/17
SRR5002410,SRX2334707,SRX2334707[accn],NextSeq 500,SRR5002410,"19,138,710",5.8G,2.4Gb,3/1/17
SRR5002343,SRX2334640,SRX2334640[accn],NextSeq 500,SRR5002343,"31,217,189",9.4G,3.8Gb,3/1/17
SRR5002371,SRX2334668,SRX2334668[accn],NextSeq 500,SRR5002371,"16,778,652",5G,2.1Gb,3/1/17
SRR5002400,SRX2334697,SRX2334697[accn],NextSeq 500,SRR5002400,"13,778,827",4.1G,1.7Gb,3/1/17
SRR5002355,SRX2334652,SRX2334652[accn],NextSeq 500,SRR5002355,"19,571,888",5.9G,2.4Gb,3/1/17
SRR5002372,SRX2334669,SRX2334669[accn],NextSeq 500,SRR5002372,"19,522,479",5.9G,2.5Gb,3/1/17
SRR5002344,SRX2334641,SRX2334641[accn],NextSeq 500,SRR5002344,"25,129,694",7.5G,3.1Gb,3/1/17
SRR5002406,SRX2334703,SRX2334703[accn],NextSeq 500,SRR5002406,"17,788,136",5.3G,2.2Gb,3/1/17
SRR5002376,SRX2334673,SRX2334673[accn],NextSeq 500,SRR5002376,"29,437,423",8.8G,3.6Gb,3/1/17
SRR5002341,SRX2334638,SRX2334638[accn],NextSeq 500,SRR5002341,"25,049,836",7.5G,3.1Gb,3/1/17
SRR5002322,SRX2334619,SRX2334619[accn],NextSeq 500,SRR5002322,"18,870,008",5.7G,2.4Gb,3/1/17
SRR5002363,SRX2334660,SRX2334660[accn],NextSeq 500,SRR5002363,"16,487,455",5G,2.1Gb,3/1/17
SRR5002385,SRX2334682,SRX2334682[accn],NextSeq 500,SRR5002385,"30,628,720",9.2G,3.9Gb,3/1/17
SRR5002359,SRX2334656,SRX2334656[accn],NextSeq 500,SRR5002359,"18,731,163",5.6G,2.3Gb,3/1/17
SRR5002380,SRX2334677,SRX2334677[accn],NextSeq 500,SRR5002380,"18,509,153",5.6G,2.3Gb,3/1/17
SRR5002402,SRX2334699,SRX2334699[accn],NextSeq 500,SRR5002402,"19,272,596",5.8G,3.7Gb,3/1/17
SRR5002337,SRX2334634,SRX2334634[accn],NextSeq 500,SRR5002337,"19,430,202",5.8G,3.7Gb,3/1/17
SRR5002334,SRX2334631,SRX2334631[accn],NextSeq 500,SRR5002334,"18,962,390",5.7G,3.6Gb,3/1/17
SRR5002395,SRX2334692,SRX2334692[accn],NextSeq 500,SRR5002395,"14,565,979",4.3G,2.8Gb,3/1/17
SRR5002361,SRX2334658,SRX2334658[accn],NextSeq 500,SRR5002361,"13,881,970",4.1G,2.6Gb,3/1/17
SRR5002390,SRX2334687,SRX2334687[accn],NextSeq 500,SRR5002390,"11,512,749",3.5G,2.2Gb,3/1/17
SRR5002316,SRX2334613,SRX2334613[accn],NextSeq 500,SRR5002316,"17,049,534",5.1G,3.2Gb,3/1/17
SRR5002319,SRX2334616,SRX2334616[accn],NextSeq 500,SRR5002319,"15,507,891",4.6G,2.9Gb,3/1/17
SRR5002381,SRX2334678,SRX2334678[accn],NextSeq 500,SRR5002381,"27,294,288",8.2G,5.1Gb,3/1/17
SRR5002310,SRX2334607,SRX2334607[accn],NextSeq 500,SRR5002310,"10,431,954",3.1G,2Gb,3/1/17
SRR5002412,SRX2334709,SRX2334709[accn],NextSeq 500,SRR5002412,"29,336,708",8.8G,4.4Gb,3/1/17
SRR5002354,SRX2334651,SRX2334651[accn],NextSeq 500,SRR5002354,"1,213,105",344.1M,229Mb,3/1/17
SRR5002377,SRX2334674,SRX2334674[accn],NextSeq 500,SRR5002377,"14,842,475",4.4G,2.8Gb,3/1/17
SRR5002386,SRX2334683,SRX2334683[accn],NextSeq 500,SRR5002386,"859,190",257.7M,167.7Mb,3/1/17
SRR5002309,SRX2334606,SRX2334606[accn],Illumina MiSeq,SRR5002309,"7,933,150",4.8G,2.3Gb,3/1/17
SRR5002396,SRX2334693,SRX2334693[accn],NextSeq 500,SRR5002396,"23,132,462",7G,3.5Gb,3/1/17
SRR5002362,SRX2334659,SRX2334659[accn],NextSeq 500,SRR5002362,"34,450,072",10.4G,5.3Gb,3/1/17
SRR5002404,SRX2334701,SRX2334701[accn],NextSeq 500,SRR5002404,"109,946,285",33.1G,15.5Gb,3/1/17
SRR5002349,SRX2334646,SRX2334646[accn],Illumina MiSeq,SRR5002349,"23,623,209",14.1G,7.5Gb,3/1/17
SRR5002388,SRX2334685,SRX2334685[accn],NextSeq 500,SRR5002388,"47,197,827",14.2G,7Gb,3/1/17
SRR5002401,SRX2334698,SRX2334698[accn],NextSeq 500,SRR5002401,"47,010,361",14.1G,7.8Gb,3/1/17
SRR5002328,SRX2334625,SRX2334625[accn],NextSeq 500,SRR5002328,"55,236,405",16.6G,8.1Gb,3/1/17
SRR5002408,SRX2334705,SRX2334705[accn],NextSeq 500,SRR5002408,"40,819,350",12.3G,6.4Gb,3/1/17
SRR5002315,SRX2334612,SRX2334612[accn],Illumina MiSeq,SRR5002315,"1,379,164",824.2M,481.3Mb,3/1/17
SRR5002350,SRX2334647,SRX2334647[accn],NextSeq 500,SRR5002350,"32,354,026",9.7G,4.9Gb,3/1/17
SRR5002405,SRX2334702,SRX2334702[accn],NextSeq 500,SRR5002405,"32,994,235",9.9G,5Gb,3/1/17
SRR5002335,SRX2334632,SRX2334632[accn],Illumina MiSeq,SRR5002335,"977,094",585M,342.5Mb,3/1/17
SRR5002351,SRX2334648,SRX2334648[accn],NextSeq 500,SRR5002351,"31,429,306",9.5G,4.8Gb,3/1/17
SRR5002378,SRX2334675,SRX2334675[accn],NextSeq 500,SRR5002378,"26,981,547",8.1G,4.1Gb,3/1/17
SRR5002314,SRX2334611,SRX2334611[accn],NextSeq 500,SRR5002314,"31,517,755",9.5G,4.8Gb,3/1/17
SRR5002332,SRX2334629,SRX2334629[accn],NextSeq 500,SRR5002332,"31,423,957",9.5G,4.8Gb,3/1/17
SRR5002394,SRX2334691,SRX2334691[accn],NextSeq 500,SRR5002394,"37,666,192",11.3G,5.9Gb,3/1/17
SRR5002333,SRX2334630,SRX2334630[accn],NextSeq 500,SRR5002333,"50,567,697",15.2G,7.7Gb,3/1/17
SRR5002338,SRX2334635,SRX2334635[accn],NextSeq 500,SRR5002338,"33,312,129",10G,5.1Gb,3/1/17
SRR5002358,SRX2334655,SRX2334655[accn],NextSeq 500,SRR5002358,"39,622,377",11.9G,6Gb,3/1/17
SRR5002379,SRX2334676,SRX2334676[accn],NextSeq 500,SRR5002379,"89,902,148",27.1G,12.7Gb,3/1/17
SRR5002345,SRX2334642,SRX2334642[accn],NextSeq 500,SRR5002345,"39,201,613",11.8G,6.5Gb,3/1/17
SRR5002365,SRX2334662,SRX2334662[accn],Illumina MiSeq,SRR5002365,"21,793,396",13.1G,6.7Gb,3/1/17
SRR5002393,SRX2334690,SRX2334690[accn],NextSeq 500,SRR5002393,"45,938,036",13.8G,6.9Gb,3/1/17
SRR5002308,SRX2334605,SRX2334605[accn],NextSeq 500,SRR5002308,"47,869,691",14.4G,6.8Gb,3/1/17
SRR5002320,SRX2334617,SRX2334617[accn],NextSeq 500,SRR5002320,"35,810,033",10.8G,5.6Gb,3/1/17
SRR5002375,SRX2334672,SRX2334672[accn],Illumina MiSeq,SRR5002375,"966,478",578.6M,326.6Mb,3/1/17
SRR5002382,SRX2334679,SRX2334679[accn],NextSeq 500,SRR5002382,"34,039,820",10.2G,5.1Gb,3/1/17
SRR5002353,SRX2334650,SRX2334650[accn],NextSeq 500,SRR5002353,"30,299,703",9.1G,4.6Gb,3/1/17
SRR5002387,SRX2334684,SRX2334684[accn],NextSeq 500,SRR5002387,"27,258,052",8.2G,4.1Gb,3/1/17
SRR5002352,SRX2334649,SRX2334649[accn],NextSeq 500,SRR5002352,"26,592,042",8G,4.1Gb,3/1/17
SRR5002368,SRX2334665,SRX2334665[accn],Illumina MiSeq,SRR5002368,"644,696",386.3M,232.1Mb,3/1/17
SRR5002409,SRX2334706,SRX2334706[accn],NextSeq 500,SRR5002409,"31,219,099",9.4G,4.8Gb,3/1/17
SRR5002325,SRX2334622,SRX2334622[accn],NextSeq 500,SRR5002325,"30,187,709",9.1G,4.6Gb,3/1/17
SRR5002370,SRX2334667,SRX2334667[accn],NextSeq 500,SRR5002370,"37,550,793",11.3G,5.9Gb,3/1/17
SRR5002366,SRX2334663,SRX2334663[accn],Illumina MiSeq,SRR5002366,"2,906,698",1.7G,920.3Mb,3/1/17
SRR5002411,SRX2334708,SRX2334708[accn],NextSeq 500,SRR5002411,"34,793,515",10.5G,5.4Gb,3/1/17
SRR5002318,SRX2334615,SRX2334615[accn],NextSeq 500,SRR5002318,"30,180,060",9.1G,4.7Gb,3/1/17
SRR5002392,SRX2334689,SRX2334689[accn],Illumina MiSeq,SRR5002392,"3,071,121",1.8G,982.9Mb,3/1/17
SRR5002357,SRX2334654,SRX2334654[accn],NextSeq 500,SRR5002357,"34,195,619",10.3G,5.3Gb,3/1/17
SRR5002383,SRX2334680,SRX2334680[accn],NextSeq 500,SRR5002383,"35,644,797",10.7G,5.5Gb,3/1/17
SRR5002407,SRX2334704,SRX2334704[accn],Illumina MiSeq,SRR5002407,"3,549,863",2.1G,1.1Gb,3/1/17
SRR5002340,SRX2334637,SRX2334637[accn],NextSeq 500,SRR5002340,"33,278,892",10G,5.1Gb,3/1/17
SRR5002339,SRX2334636,SRX2334636[accn],NextSeq 500,SRR5002339,"29,899,700",9G,4.7Gb,3/1/17
SRR5002389,SRX2334686,SRX2334686[accn],NextSeq 500,SRR5002389,"21,378,623",6.4G,3.3Gb,3/1/17
SRR5002311,SRX2334608,SRX2334608[accn],NextSeq 500,SRR5002311,"27,056,825",8.1G,4.1Gb,3/1/17
SRR5002347,SRX2334644,SRX2334644[accn],NextSeq 500,SRR5002347,"28,108,785",8.5G,4.3Gb,3/1/17
SRR5002373,SRX2334670,SRX2334670[accn],NextSeq 500,SRR5002373,"42,668,045",12.8G,6.5Gb,3/1/17
SRR5002346,SRX2334643,SRX2334643[accn],NextSeq 500,SRR5002346,"58,538,463",17.6G,8.3Gb,3/1/17
SRR5002313,SRX2334610,SRX2334610[accn],NextSeq 500,SRR5002313,"70,024,115",21.1G,10.4Gb,3/1/17
SRR5002348,SRX2334645,SRX2334645[accn],NextSeq 500,SRR5002348,"77,473,679",23.3G,12Gb,3/1/17
SRR5002369,SRX2334666,SRX2334666[accn],NextSeq 500,SRR5002369,"64,283,072",19.3G,9.6Gb,3/1/17
SRR5002321,SRX2334618,SRX2334618[accn],NextSeq 500,SRR5002321,"32,443,627",9.7G,5Gb,3/1/17
SRR5002374,SRX2334671,SRX2334671[accn],Illumina MiSeq,SRR5002374,"3,771,834",2.3G,1.3Gb,3/1/17
SRR5002398,SRX2334695,SRX2334695[accn],NextSeq 500,SRR5002398,"40,569,137",12.2G,6.3Gb,3/1/17
SRR5002317,SRX2334614,SRX2334614[accn],NextSeq 500,SRR5002317,"37,003,897",11.1G,5.7Gb,3/1/17
SRR5002326,SRX2334623,SRX2334623[accn],Illumina MiSeq,SRR5002326,"3,157,020",1.9G,1.1Gb,3/1/17
SRR5002364,SRX2334661,SRX2334661[accn],NextSeq 500,SRR5002364,"31,654,903",9.5G,4.9Gb,3/1/17
SRR5002384,SRX2334681,SRX2334681[accn],NextSeq 500,SRR5002384,"39,305,945",11.8G,6.1Gb,3/1/17
SRR5002356,SRX2334653,SRX2334653[accn],Illumina MiSeq,SRR5002356,"21,679,775",13G,6.7Gb,3/1/17
SRR5002391,SRX2334688,SRX2334688[accn],Illumina MiSeq,SRR5002391,"21,593,082",12.9G,6.8Gb,3/1/17
SRR5002413,SRX2334710,SRX2334710[accn],NextSeq 500,SRR5002413,"26,545,648",8G,4.2Gb,3/1/17
SRR5002414,SRX2334711,SRX2334711[accn],Illumina MiSeq,SRR5002414,"43,272,857",25.9G,13.4Gb,3/1/17
SRR5002323,SRX2334620,SRX2334620[accn],NextSeq 500,SRR5002323,"39,093,954",11.7G,6Gb,3/1/17
SRR5002327,SRX2334624,SRX2334624[accn],Illumina MiSeq,SRR5002327,"7,637,593",4.4G,2.5Gb,3/1/17
SRR5002312,SRX2334609,SRX2334609[accn],Illumina MiSeq,SRR5002312,"1,354,417",807.3M,506.7Mb,3/1/17
SRR5002360,SRX2334657,SRX2334657[accn],NextSeq 500,SRR5002360,"64,729,884",19.4G,10Gb,3/1/17
SRR5002336,SRX2334633,SRX2334633[accn],NextSeq 500,SRR5002336,"29,463,679",8.9G,4.5Gb,3/1/17
SRR5002330,SRX2334627,SRX2334627[accn],NextSeq 500,SRR5002330,"24,548,452",7.4G,3.8Gb,3/1/17
SRR5002329,SRX2334626,SRX2334626[accn],NextSeq 500,SRR5002329,"32,867,673",9.9G,5.9Gb,3/1/17
SRR5002324,SRX2334621,SRX2334621[accn],NextSeq 500,SRR5002324,"54,583,346",16.4G,8.4Gb,3/1/17
SRR5002399,SRX2334696,SRX2334696[accn],NextSeq 500,SRR5002399,"50,519,451",15.2G,7.5Gb,3/1/17
SRR5002397,SRX2334694,SRX2334694[accn],NextSeq 500,SRR5002397,"63,395,708",19.1G,9.4Gb,3/1/17
SRR5002331,SRX2334628,SRX2334628[accn],NextSeq 500,SRR5002331,"51,282,731",15.4G,7.8Gb,3/1/17
SRR5002367,SRX2334664,SRX2334664[accn],Illumina MiSeq,SRR5002367,"1,554,328",931.6M,664.8Mb,3/1/17
SRR9178224,SRX5950910,SRX5950910[accn],NextSeq 500,SRR9178224,"14,791,090",4.5G,2.6Gb,6/7/19
SRR9178224,SRX5950910,SRX5950910[accn],NextSeq 500,SRR9178224,"14,791,090",4.5G,2.6Gb,6/7/19
SRR9178318,SRX5950816,SRX5950816[accn],NextSeq 500,SRR9178318,"35,418,433",10.6G,4.6Gb,6/7/19
SRR9178318,SRX5950816,SRX5950816[accn],NextSeq 500,SRR9178318,"35,418,433",10.6G,4.6Gb,6/7/19
SRR9178366,SRX5950768,SRX5950768[accn],NextSeq 500,SRR9178366,"19,799",5.7M,2.1Mb,6/7/19
SRR9178366,SRX5950768,SRX5950768[accn],NextSeq 500,SRR9178366,"19,799",5.7M,2.1Mb,6/7/19
SRR9178142,SRX5950992,SRX5950992[accn],NextSeq 500,SRR9178142,"18,919,955",5.7G,2.1Gb,6/7/19
SRR9178142,SRX5950992,SRX5950992[accn],NextSeq 500,SRR9178142,"18,919,955",5.7G,2.1Gb,6/7/19
SRR9178146,SRX5950988,SRX5950988[accn],NextSeq 500,SRR9178146,"8,461,894",2.5G,888.4Mb,6/7/19
SRR9178146,SRX5950988,SRX5950988[accn],NextSeq 500,SRR9178146,"8,461,894",2.5G,888.4Mb,6/7/19
SRR9178316,SRX5950818,SRX5950818[accn],NextSeq 500,SRR9178316,"23,985,674",7.2G,3.1Gb,6/7/19
SRR9178316,SRX5950818,SRX5950818[accn],NextSeq 500,SRR9178316,"23,985,674",7.2G,3.1Gb,6/7/19
SRR9178357,SRX5950777,SRX5950777[accn],NextSeq 500,SRR9178357,"7,888,819",2.4G,825.5Mb,6/7/19
SRR9178357,SRX5950777,SRX5950777[accn],NextSeq 500,SRR9178357,"7,888,819",2.4G,825.5Mb,6/7/19
SRR9178359,SRX5950775,SRX5950775[accn],NextSeq 500,SRR9178359,"16,876,076",5.1G,1.9Gb,6/7/19
SRR9178359,SRX5950775,SRX5950775[accn],NextSeq 500,SRR9178359,"16,876,076",5.1G,1.9Gb,6/7/19
SRR9178141,SRX5950993,SRX5950993[accn],NextSeq 500,SRR9178141,"10,096,368",3G,1Gb,6/7/19
SRR9178141,SRX5950993,SRX5950993[accn],NextSeq 500,SRR9178141,"10,096,368",3G,1Gb,6/7/19
SRR9178147,SRX5950987,SRX5950987[accn],NextSeq 500,SRR9178147,"22,563,254",6.8G,2.5Gb,6/7/19
SRR9178147,SRX5950987,SRX5950987[accn],NextSeq 500,SRR9178147,"22,563,254",6.8G,2.5Gb,6/7/19
SRR9178108,SRX5951026,SRX5951026[accn],NextSeq 500,SRR9178108,"12,685,168",3.8G,1.3Gb,6/7/19
SRR9178108,SRX5951026,SRX5951026[accn],NextSeq 500,SRR9178108,"12,685,168",3.8G,1.3Gb,6/7/19
SRR9178153,SRX5950981,SRX5950981[accn],NextSeq 500,SRR9178153,"19,029,532",5.7G,2.4Gb,6/7/19
SRR9178153,SRX5950981,SRX5950981[accn],NextSeq 500,SRR9178153,"19,029,532",5.7G,2.4Gb,6/7/19
SRR9178360,SRX5950774,SRX5950774[accn],NextSeq 500,SRR9178360,"14,069,878",4.2G,1.5Gb,6/7/19
SRR9178360,SRX5950774,SRX5950774[accn],NextSeq 500,SRR9178360,"14,069,878",4.2G,1.5Gb,6/7/19
SRR9178477,SRX5951126,SRX5951126[accn],NextSeq 500,SRR9178477,"31,333,183",9.4G,3.6Gb,6/7/19
SRR9178477,SRX5951126,SRX5951126[accn],NextSeq 500,SRR9178477,"31,333,183",9.4G,3.6Gb,6/7/19
SRR9178098,SRX5951036,SRX5951036[accn],NextSeq 500,SRR9178098,"25,767,809",7.7G,2.9Gb,6/7/19
SRR9178098,SRX5951036,SRX5951036[accn],NextSeq 500,SRR9178098,"25,767,809",7.7G,2.9Gb,6/7/19
SRR9178215,SRX5950919,SRX5950919[accn],NextSeq 500,SRR9178215,"12,762,011",3.8G,1.3Gb,6/7/19
SRR9178215,SRX5950919,SRX5950919[accn],NextSeq 500,SRR9178215,"12,762,011",3.8G,1.3Gb,6/7/19
SRR9178107,SRX5951027,SRX5951027[accn],NextSeq 500,SRR9178107,"32,652,569",9.8G,4.2Gb,6/7/19
SRR9178107,SRX5951027,SRX5951027[accn],NextSeq 500,SRR9178107,"32,652,569",9.8G,4.2Gb,6/7/19
SRR9178155,SRX5950979,SRX5950979[accn],NextSeq 500,SRR9178155,"5,239,291",1.6G,554.7Mb,6/7/19
SRR9178155,SRX5950979,SRX5950979[accn],NextSeq 500,SRR9178155,"5,239,291",1.6G,554.7Mb,6/7/19
SRR9178486,SRX5951117,SRX5951117[accn],NextSeq 500,SRR9178486,"3,727,316",1.1G,431.3Mb,6/7/19
SRR9178486,SRX5951117,SRX5951117[accn],NextSeq 500,SRR9178486,"3,727,316",1.1G,431.3Mb,6/7/19
SRR9178148,SRX5950986,SRX5950986[accn],NextSeq 500,SRR9178148,"35,367,513",10.6G,4.6Gb,6/7/19
SRR9178148,SRX5950986,SRX5950986[accn],NextSeq 500,SRR9178148,"35,367,513",10.6G,4.6Gb,6/7/19
SRR9178214,SRX5950920,SRX5950920[accn],NextSeq 500,SRR9178214,"33,035,709",9.9G,4.3Gb,6/7/19
SRR9178214,SRX5950920,SRX5950920[accn],NextSeq 500,SRR9178214,"33,035,709",9.9G,4.3Gb,6/7/19
SRR9178505,SRX5951098,SRX5951098[accn],NextSeq 500,SRR9178505,"19,167,138",5.7G,2.5Gb,6/7/19
SRR9178505,SRX5951098,SRX5951098[accn],NextSeq 500,SRR9178505,"19,167,138",5.7G,2.5Gb,6/7/19
SRR9178093,SRX5951041,SRX5951041[accn],NextSeq 500,SRR9178093,"14,694,613",4.4G,1.5Gb,6/7/19
SRR9178093,SRX5951041,SRX5951041[accn],NextSeq 500,SRR9178093,"14,694,613",4.4G,1.5Gb,6/7/19
SRR9178438,SRX5951165,SRX5951165[accn],NextSeq 500,SRR9178438,"11,525,184",3.4G,1.3Gb,6/7/19
SRR9178438,SRX5951165,SRX5951165[accn],NextSeq 500,SRR9178438,"11,525,184",3.4G,1.3Gb,6/7/19
SRR9178281,SRX5950853,SRX5950853[accn],NextSeq 500,SRR9178281,"17,399,116",5.2G,1.9Gb,6/7/19
SRR9178281,SRX5950853,SRX5950853[accn],NextSeq 500,SRR9178281,"17,399,116",5.2G,1.9Gb,6/7/19
SRR9178405,SRX5951198,SRX5951198[accn],NextSeq 500,SRR9178405,"7,945,511",2.4G,828.9Mb,6/7/19
SRR9178405,SRX5951198,SRX5951198[accn],NextSeq 500,SRR9178405,"7,945,511",2.4G,828.9Mb,6/7/19
SRR9178502,SRX5951101,SRX5951101[accn],NextSeq 500,SRR9178502,"35,390,039",10.6G,4.6Gb,6/7/19
SRR9178502,SRX5951101,SRX5951101[accn],NextSeq 500,SRR9178502,"35,390,039",10.6G,4.6Gb,6/7/19
SRR9178462,SRX5951141,SRX5951141[accn],NextSeq 500,SRR9178462,"27,176,404",8.2G,3.1Gb,6/7/19
SRR9178462,SRX5951141,SRX5951141[accn],NextSeq 500,SRR9178462,"27,176,404",8.2G,3.1Gb,6/7/19
SRR9178531,SRX5951072,SRX5951072[accn],NextSeq 500,SRR9178531,"11,769,674",3.5G,1.2Gb,6/7/19
SRR9178531,SRX5951072,SRX5951072[accn],NextSeq 500,SRR9178531,"11,769,674",3.5G,1.2Gb,6/7/19
SRR9178317,SRX5950817,SRX5950817[accn],NextSeq 500,SRR9178317,"44,473,188",13.3G,5.8Gb,6/7/19
SRR9178317,SRX5950817,SRX5950817[accn],NextSeq 500,SRR9178317,"44,473,188",13.3G,5.8Gb,6/7/19
SRR9178210,SRX5950924,SRX5950924[accn],NextSeq 500,SRR9178210,"22,935,212",6.8G,2.3Gb,6/7/19
SRR9178210,SRX5950924,SRX5950924[accn],NextSeq 500,SRR9178210,"22,935,212",6.8G,2.3Gb,6/7/19
SRR9178232,SRX5950902,SRX5950902[accn],NextSeq 500,SRR9178232,"16,661,325",5G,1.7Gb,6/7/19
SRR9178232,SRX5950902,SRX5950902[accn],NextSeq 500,SRR9178232,"16,661,325",5G,1.7Gb,6/7/19
SRR9178332,SRX5950802,SRX5950802[accn],NextSeq 500,SRR9178332,"36,377,396",10.9G,4.1Gb,6/7/19
SRR9178332,SRX5950802,SRX5950802[accn],NextSeq 500,SRR9178332,"36,377,396",10.9G,4.1Gb,6/7/19
SRR9178113,SRX5951021,SRX5951021[accn],NextSeq 500,SRR9178113,"19,935,228",6G,2.1Gb,6/7/19
SRR9178113,SRX5951021,SRX5951021[accn],NextSeq 500,SRR9178113,"19,935,228",6G,2.1Gb,6/7/19
SRR9178115,SRX5951019,SRX5951019[accn],NextSeq 500,SRR9178115,"42,730,158",12.8G,4.9Gb,6/7/19
SRR9178115,SRX5951019,SRX5951019[accn],NextSeq 500,SRR9178115,"42,730,158",12.8G,4.9Gb,6/7/19
SRR9178192,SRX5950942,SRX5950942[accn],NextSeq 500,SRR9178192,"16,798,255",5G,1.7Gb,6/7/19
